Source,Target,Type,Id,Label,Weight
53e998a3b7602d97020df149,53e9ac9bb7602d9703674b8b,Directed,15871,,1
53e998a3b7602d97020df85a,53e9ad81b7602d9703773191,Directed,15920,,1
53e998a3b7602d97020df7ef,53e9a3e1b7602d9702cf4d99,Directed,15932,,1
53e998a3b7602d97020df7ef,53e9aa5cb7602d97033cc62a,Directed,15934,,1
53e998a3b7602d97020df7ef,53e9ac3db7602d970360ae5a,Directed,15935,,1
53e998a3b7602d97020df7ef,53e9ae6fb7602d970388964d,Directed,15938,,1
53e998a3b7602d97020df7ef,53e9b5a1b7602d97040e580b,Directed,15945,,1
53e998a9b7602d97020dfdaf,53e9b477b7602d9703f7c179,Directed,15958,,1
53e998a9b7602d97020e1070,53e9bd45b7602d97049d26b9,Directed,16006,,1
53e998b0b7602d97020e84a3,53e9b822b7602d97043d6ede,Directed,16225,,1
53e998b0b7602d97020e84a3,53e9ba28b7602d9704632b85,Directed,16227,,1
53e998b0b7602d97020eab86,53e9b41bb7602d9703f15017,Directed,16413,,1
53e998b0b7602d97020eab86,53e9b160b7602d9703be5d8c,Directed,16416,,1
53e998b0b7602d97020eab86,53e9a5cdb7602d9702ef5a0e,Directed,16428,,1
53e998b0b7602d97020ec4aa,53e9a5c6b7602d9702ef122a,Directed,16553,,1
53e998b0b7602d97020ed321,53e998b0b7602d97020ed321,Directed,16626,,1
53e998b0b7602d97020ee33e,53e9bd1eb7602d97049a7c56,Directed,16702,,1
53e998b8b7602d97020ef535,53e99f77b7602d9702849f35,Directed,16760,,1
53e998b8b7602d97020ef535,53e99fb4b7602d970288b0cd,Directed,16762,,1
53e998b8b7602d97020ef535,53e9a4c7b7602d9702de5fb7,Directed,16766,,1
53e998b8b7602d97020ef535,53e9ad5db7602d9703745147,Directed,16772,,1
53e998b8b7602d97020ef535,53e9b381b7602d9703e6597b,Directed,16774,,1
53e998b8b7602d97020ef535,53e9b5a1b7602d97040e5f5f,Directed,16777,,1
53e998b8b7602d97020ef535,53e9b5a9b7602d97040f134e,Directed,16778,,1
53e998b8b7602d97020ef535,53e9b8dab7602d97044bc6c0,Directed,16781,,1
53e998b8b7602d97020ef535,53e9bd2ab7602d97049b63bc,Directed,16782,,1
53e998b8b7602d97020ef535,5c775e7c4895d9cbc60129ad,Directed,16786,,1
53e998b8b7602d97020f0040,53e9aa6eb7602d97033e5588,Directed,16789,,1
53e998b8b7602d97020f2b38,53e998fcb7602d9702138e4e,Directed,17057,,1
53e998b8b7602d97020f2b38,53e99d51b7602d970260880b,Directed,17060,,1
53e998b8b7602d97020f2b38,53e9a0a6b7602d970298dd60,Directed,17070,,1
53e998b8b7602d97020f2b38,53e9a208b7602d9702b0bc40,Directed,17073,,1
53e998b8b7602d97020f2b38,53e9a464b7602d9702d7eace,Directed,17080,,1
53e998b8b7602d97020f2b38,53e9b102b7602d9703b81f38,Directed,17097,,1
53e998b8b7602d97020f2b38,53e9b6e8b7602d9704279edd,Directed,17105,,1
53e998b8b7602d97020f2b38,53e9b74ab7602d97042e8a8d,Directed,17107,,1
53e998b8b7602d97020f4728,5736984d6e3b12023e7159b6,Directed,17300,,1
53e998bfb7602d97020f7720,53e99bb1b7602d97024569ee,Directed,17464,,1
53e998bfb7602d97020f7720,53e9adb0b7602d97037b3064,Directed,17516,,1
53e998bfb7602d97020fa539,53e9b6b4b7602d970423a4a9,Directed,18005,,1
53e998c0b7602d97020fb5f6,53e9a13fb7602d9702a2c60a,Directed,18057,,1
53e998c0b7602d97020fb5f6,53e9af26b7602d970395e98b,Directed,18059,,1
53e998c0b7602d97020fb5f6,53e9bbe0b7602d9704836351,Directed,18063,,1
53e998c7b7602d97020fe076,53e9a569b7602d9702e8f95b,Directed,18200,,1
53e998c7b7602d97020fe076,53e9a6adb7602d9702fdeecb,Directed,18201,,1
53e998c7b7602d97020fe076,53e9b5afb7602d97040f4c02,Directed,18203,,1
53e998c7b7602d97020fe076,53e9b62eb7602d970418b9de,Directed,18204,,1
53e998c7b7602d97020fedab,53e9b7adb7602d9704354e06,Directed,18266,,1
53e998c7b7602d9702100136,5c7a264c4895d9cbc6b96210,Directed,18342,,1
53e998c7b7602d9702100136,53e9a39eb7602d9702cafc53,Directed,18343,,1
53e998c7b7602d9702100136,53e9ae76b7602d9703891dab,Directed,18345,,1
53e998c7b7602d9702100136,53e9b20cb7602d9703ca24d7,Directed,18346,,1
53e998c7b7602d9702100136,53e9b6e8b7602d970427d4ba,Directed,18348,,1
53e998c7b7602d9702100136,53e9bb0fb7602d970474a8c9,Directed,18350,,1
53e998c7b7602d970210174e,53e9a081b7602d9702966e47,Directed,18424,,1
53e998c7b7602d970210174e,53e9b572b7602d97040aac6a,Directed,18433,,1
53e998c7b7602d970210174e,5736968d6e3b12023e597992,Directed,18443,,1
53e998c7b7602d97021017b8,53e99e71b7602d970273402c,Directed,18451,,1
53e998c7b7602d97021017b8,53e9a1a1b7602d9702a95aa9,Directed,18454,,1
53e998c7b7602d97021017b8,53e9a4fbb7602d9702e1eb2e,Directed,18461,,1
53e998c7b7602d97021017b8,53e9a6bbb7602d9702ff02b7,Directed,18465,,1
53e998c7b7602d97021017b8,53e9a7bab7602d97030f502d,Directed,18466,,1
53e998c7b7602d97021017b8,53e9aaa9b7602d97034269fe,Directed,18471,,1
53e998c7b7602d97021017b8,53e9b48fb7602d9703f98b84,Directed,18492,,1
53e998cdb7602d9702107868,53e99d4bb7602d9702601bd6,Directed,18859,,1
53e998cdb7602d9702107868,53e9a8ffb7602d970324d0d9,Directed,18868,,1
53e998cdb7602d9702107868,53e9aa73b7602d97033e66c1,Directed,18871,,1
53e998cdb7602d9702107868,53e9b0c2b7602d9703b375e3,Directed,18874,,1
53e998cdb7602d9702107868,53e9b666b7602d97041cb62f,Directed,18876,,1
53e998cdb7602d9702107868,53e9b9d4b7602d97045cd5d5,Directed,18877,,1
53e998ceb7602d97021092b8,53e9a108b7602d97029f7d4c,Directed,18914,,1
53e998ceb7602d97021092b8,53e9aa32b7602d97033a1667,Directed,18923,,1
